0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:44 +0900] "POST /mem/pwCheck HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:51 +0900] "POST /mem/pwCheck HTTP/1.1" 200 7
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:10:12 +0900] "GET /book/bkDetailView?book_num=27 HTTP/1.1" 200 10350
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:10:12 +0900] "GET /resources/images/up.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:10:12 +0900] "GET /resources/images/down.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:10:12 +0900] "GET /resources/css/bookDetailView.css HTTP/1.1" 200 791
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:12:29 +0900] "GET / HTTP/1.1" 200 18676
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:12:29 +0900] "GET /upload/2023/01/17/b632d8c4-d64d-4000-bf6c-66d4e7b15535_9791138341134.jpg HTTP/1.1" 200 57769
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:24:57 +0900] "GET /book/bkDetailView?book_num=30 HTTP/1.1" 200 10314
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:24:57 +0900] "GET /resources/images/down.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:24:57 +0900] "GET /resources/images/up.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:32 +0900] "GET /mem/mypage HTTP/1.1" 200 10849
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:32 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:32 +0900] "GET /resources/css/mypageModify.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:34 +0900] "GET / HTTP/1.1" 200 18621
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:34 +0900] "GET /upload/2023/01/16/fb88f7e9-6ec2-4c06-aed5-32208d64d2bc_9788937437564.jpg HTTP/1.1" 200 46572
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:38 +0900] "GET /mem/loginPage HTTP/1.1" 200 1307
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:39 +0900] "GET / HTTP/1.1" 200 18618
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:39 +0900] "GET /upload/2023/01/17/920a13bf-79e1-484b-a312-1be1a456fa5f_9791140701605.jpg HTTP/1.1" 200 48626
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:40 +0900] "GET /mem/mypage HTTP/1.1" 200 10849
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:41 +0900] "GET / HTTP/1.1" 200 18617
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:42 +0900] "GET /mem/loginPage HTTP/1.1" 200 1307
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:43 +0900] "POST /mem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:44 +0900] "GET / HTTP/1.1" 200 18968
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:44 +0900] "GET /upload/2023/01/16/ceb3c29b-2ea3-4be6-b4d8-d12c112f0610_8809479180143.jpg HTTP/1.1" 200 47169
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:44 +0900] "GET /mem/mypage HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:47 +0900] "GET /mem/charge HTTP/1.1" 200 8144
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:48 +0900] "GET /mem/orderCheck?mem_num=44 HTTP/1.1" 200 8002
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:49 +0900] "GET /mem/buyCheck?mem_num=44 HTTP/1.1" 200 7969
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:50 +0900] "GET /board/list HTTP/1.1" 200 10346
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:51 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:54 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:55 +0900] "GET /mem/charge HTTP/1.1" 200 8144
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:27:56 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:11 +0900] "GET /board/list HTTP/1.1" 200 10346
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:12 +0900] "GET /mem/buyCheck?mem_num=44 HTTP/1.1" 200 7969
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:13 +0900] "GET /mem/orderCheck?mem_num=44 HTTP/1.1" 200 8002
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:14 +0900] "GET /board/list HTTP/1.1" 200 10346
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:15 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:41 +0900] "GET / HTTP/1.1" 200 19030
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:46 +0900] "GET /mem/logOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:46 +0900] "GET / HTTP/1.1" 200 18618
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:47 +0900] "GET /mem/loginPage HTTP/1.1" 200 1307
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:50 +0900] "POST /mem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:50 +0900] "GET / HTTP/1.1" 200 18966
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:50 +0900] "GET /upload/2023/01/17/0acecfee-4166-4551-9d86-9ea13d67eb37_9791190382915.jpg HTTP/1.1" 200 39807
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:55 +0900] "GET /mem/adminPage HTTP/1.1" 200 2570
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:55 +0900] "GET /resources/css/adminpage.css HTTP/1.1" 200 1760
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:55 +0900] "GET /resources/css/adminBoardDetail.css HTTP/1.1" 200 226
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:55 +0900] "GET /resources/css/adminpageNotice.css HTTP/1.1" 200 495
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:55 +0900] "GET /resources/css/adminpageProduct.css HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /book/list HTTP/1.1" 200 15503
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/7b2e8a7f-04e6-470e-ba75-76feb1aaf83b_th_9791136099860.jpg HTTP/1.1" 200 1601
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/0acecfee-4166-4551-9d86-9ea13d67eb37_th_9791190382915.jpg HTTP/1.1" 200 1378
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/3fd8deff-b542-4ee4-aae6-365286b948ae_th_9791138330213.jpg HTTP/1.1" 200 2121
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/20c65d01-d3f8-410b-9f37-d800ec11bafd_th_9791189599959.jpg HTTP/1.1" 200 1140
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/b632d8c4-d64d-4000-bf6c-66d4e7b15535_th_9791138341134.jpg HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/903d946a-4447-4846-bcf5-e9fe773ece3a_th_9791165769789.jpg HTTP/1.1" 200 1985
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/b2c3a825-c433-4695-9e11-ba56db948ed9_th_9791168181281.jpg HTTP/1.1" 200 1595
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/733e9063-463c-4f13-b921-5c923d656b58_th_9791168803169.jpg HTTP/1.1" 200 2190
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/85a80f16-4c81-489f-886c-69ec520b4287_th_9791168803862.jpg HTTP/1.1" 200 1869
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:28:58 +0900] "GET /upload/2023/01/17/613b03e0-b561-4fd9-a079-fc68d20a0aea_th_9791168809154.jpg HTTP/1.1" 200 1866
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:29:00 +0900] "GET /book/bkRegister HTTP/1.1" 200 5136
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:29:00 +0900] "GET /resources/js/bookRegister.js HTTP/1.1" 200 2073
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:29:06 +0900] "GET / HTTP/1.1" 200 19024
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:29:06 +0900] "GET /upload/2023/01/17/b2c3a825-c433-4695-9e11-ba56db948ed9_9791168181281.jpg HTTP/1.1" 200 50997
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:29:07 +0900] "GET /mem/adminPage HTTP/1.1" 200 2570
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:30:36 +0900] "GET / HTTP/1.1" 200 18956
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:30:36 +0900] "GET /upload/2023/01/16/cfd163d8-a94c-4169-87f1-0db30546779e_9788954699914.jpg HTTP/1.1" 200 38574
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:32:14 +0900] "GET /book/bkDetailView?book_num=30 HTTP/1.1" 200 10324
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:32:14 +0900] "GET /resources/images/down.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:32:14 +0900] "GET /resources/images/up.png HTTP/1.1" 404 721
127.0.0.1 - - [18/Jan/2023:11:41:31 +0900] "GET / HTTP/1.1" 200 18596
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:32 +0900] "GET / HTTP/1.1" 200 18628
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:33 +0900] "GET /mem/loginPage HTTP/1.1" 200 1307
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:35 +0900] "POST /mem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:36 +0900] "GET / HTTP/1.1" 200 19010
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:36 +0900] "GET /upload/2023/01/16/b50e079f-1a4c-4130-8cfc-8cbf9f398f17_9791161571188%20(1).jpg HTTP/1.1" 200 80283
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:38 +0900] "GET /mem/logOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:38 +0900] "GET / HTTP/1.1" 200 18643
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:38 +0900] "GET /upload/2023/01/17/903d946a-4447-4846-bcf5-e9fe773ece3a_9791165769789.jpg HTTP/1.1" 200 29423
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:39 +0900] "GET /mem/loginPage HTTP/1.1" 200 1307
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:41 +0900] "POST /mem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:42 +0900] "GET / HTTP/1.1" 200 19003
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:42 +0900] "GET /upload/2023/01/17/fcb69afe-5f28-47ea-bde6-0f11d5c88802_9788988474846.jpg HTTP/1.1" 200 38202
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:46 +0900] "GET /book/bkDetailView?book_num=30 HTTP/1.1" 200 10466
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:46 +0900] "GET /resources/images/up.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:46 +0900] "GET /resources/js/reviewComment.js HTTP/1.1" 200 3131
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:46 +0900] "GET /resources/images/down.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:46 +0900] "GET /review/30 HTTP/1.1" 500 10880
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:53 +0900] "POST /review/post HTTP/1.1" 500 10670
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:41:53 +0900] "GET /review/30 HTTP/1.1" 500 10880
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:42:03 +0900] "POST /review/post HTTP/1.1" 500 10670
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:42:03 +0900] "GET /review/30 HTTP/1.1" 500 10880
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:42:04 +0900] "POST /review/post HTTP/1.1" 500 10670
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:42:04 +0900] "GET /review/30 HTTP/1.1" 500 10880
